Pozo,Fecha,Produccion_Barriles,Presion_PSI,Temperatura_C,Agua_Producida_Barriles,Estado
Pozo A,2022-07-25,2094,2409,78.68,453,Cerrado
Pozo B,2022-08-31,1731,2662,61.37,240,Cerrado
Pozo A,2022-08-03,1434,2284,71.71,172,Operando
Pozo D,2022-08-24,1053,2677,100.7,203,Operando
Pozo A,2022-09-18,1133,2515,118.62,103,Operando
Pozo B,2022-02-26,819,2393,102.82,336,Mantenimiento
Pozo E,2022-12-04,1452,2709,76.38,152,Operando
Pozo C,2022-05-31,1443,2271,87.99,487,Operando
Pozo D,2022-06-12,1099,2114,67.37,223,Operando
Pozo E,2022-05-18,1684,2313,89.19,484,Operando
Pozo B,2022-11-29,1287,2403,98.91,128,Operando
Pozo E,2022-01-19,1390,2114,113.54,491,Operando
Pozo D,2022-04-25,1759,2194,65.8,416,Mantenimiento
Pozo A,2022-10-12,1136,2448,76.87,217,Cerrado
Pozo B,2022-06-03,938,2482,80.61,172,Mantenimiento
Pozo B,2022-12-19,850,2735,62.03,118,Cerrado
Pozo C,2022-10-29,1357,2005,98.48,332,Operando
Pozo C,2022-08-14,1806,2537,103.01,125,Mantenimiento
Pozo D,2022-01-07,1470,2028,104.22,50,Cerrado
Pozo E,2022-01-25,832,2251,82.07,475,Cerrado
Pozo C,2022-07-29,1660,2018,104.67,74,Cerrado
Pozo B,2022-08-18,2167,2052,111.28,345,Operando
Pozo E,2022-06-21,1762,2419,103.87,491,Cerrado
Pozo A,2022-10-10,1681,2620,95.1,185,Operando
Pozo E,2022-07-19,1020,2059,113.18,453,Mantenimiento
Pozo C,2022-10-02,1133,2791,90.52,164,Mantenimiento
Pozo B,2022-03-03,903,2362,79.46,482,Cerrado
Pozo A,2022-05-19,1036,2222,60.06,232,Mantenimiento
Pozo E,2022-09-14,805,2501,86.72,106,Mantenimiento
Pozo D,2022-10-14,1059,2321,100.28,130,Mantenimiento
Pozo D,2022-06-27,1160,2238,77.01,258,Mantenimiento
Pozo A,2022-10-08,980,2292,85.28,335,Mantenimiento
Pozo C,2022-10-08,1776,2161,76.91,110,Operando
Pozo C,2022-07-16,1202,2238,94.51,88,Cerrado
Pozo E,2022-12-28,1146,2139,83.5,85,Operando
Pozo B,2022-09-26,1352,2349,99.06,482,Mantenimiento
Pozo D,2022-11-12,1705,2606,69.53,213,Cerrado
Pozo A,2022-04-24,1533,2087,79.67,269,Operando
Pozo C,2022-03-30,810,2762,83.13,126,Cerrado
Pozo B,2022-04-26,1859,2121,111.37,359,Operando
Pozo B,2022-02-04,1719,2562,114.45,415,Mantenimiento
Pozo C,2022-08-17,1373,2126,112.14,252,Operando
Pozo D,2022-09-06,1619,2131,108.15,252,Cerrado
Pozo A,2022-11-26,2034,2653,96.46,346,Operando
Pozo D,2022-07-02,2063,2545,94.65,432,Mantenimiento
Pozo A,2022-03-18,1505,2601,100.06,427,Operando
Pozo E,2022-09-12,1943,2594,104.48,399,Mantenimiento
Pozo C,2022-09-28,1047,2649,94.66,134,Cerrado
Pozo D,2022-05-01,1680,2451,71.93,208,Cerrado
Pozo C,2022-07-28,1755,2353,94.5,439,Mantenimiento
Pozo C,2022-03-07,1218,2553,116.31,330,Mantenimiento
Pozo D,2022-11-28,2069,2637,68.0,112,Operando
Pozo D,2022-07-22,1546,2599,79.06,285,Cerrado
Pozo B,2022-01-18,1160,2778,61.06,255,Cerrado
Pozo C,2022-07-04,1970,2195,100.59,289,Operando
Pozo C,2022-09-22,2008,2566,106.25,105,Operando
Pozo C,2022-08-27,2138,2701,114.89,234,Mantenimiento
Pozo D,2022-11-08,1160,2483,119.42,170,Mantenimiento
Pozo C,2022-02-07,1117,2280,116.91,214,Cerrado
Pozo E,2022-03-03,1577,2705,119.44,487,Cerrado
Pozo D,2022-03-21,1012,2335,64.28,419,Mantenimiento
Pozo A,2022-12-19,1452,2327,112.37,99,Mantenimiento
Pozo B,2022-10-27,1366,2292,90.44,454,Operando
Pozo A,2022-01-30,1542,2798,70.56,373,Mantenimiento
Pozo C,2022-06-28,1554,2069,107.87,71,Cerrado
Pozo C,2022-11-25,1159,2184,71.59,410,Cerrado
Pozo E,2022-07-08,1049,2753,78.21,290,Operando
Pozo B,2022-02-08,1573,2467,85.32,412,Cerrado
Pozo C,2022-04-25,1924,2657,69.21,351,Operando
Pozo B,2022-12-19,1153,2094,68.49,352,Cerrado
Pozo C,2022-04-27,1515,2604,90.79,435,Cerrado
Pozo D,2022-05-01,1116,2775,94.26,55,Cerrado
Pozo B,2022-12-16,2174,2039,85.61,487,Operando
Pozo A,2022-06-16,2158,2120,108.66,424,Cerrado
Pozo D,2022-06-11,1411,2692,104.62,208,Operando
Pozo D,2022-05-28,1359,2691,91.51,55,Cerrado
Pozo B,2022-02-26,1071,2191,116.77,348,Mantenimiento
Pozo D,2022-06-01,1323,2120,65.9,472,Cerrado
Pozo C,2022-10-10,813,2765,80.28,75,Cerrado
Pozo D,2022-07-14,1875,2581,72.43,313,Mantenimiento
Pozo E,2022-05-19,1305,2736,83.68,320,Mantenimiento
Pozo E,2022-10-31,2184,2161,110.08,496,Mantenimiento
Pozo D,2022-04-12,836,2252,62.59,444,Cerrado
Pozo C,2022-10-09,1128,2311,96.8,485,Cerrado
Pozo D,2022-07-22,1891,2689,118.66,417,Cerrado
Pozo A,2022-03-09,1935,2735,65.16,112,Cerrado
Pozo B,2022-11-03,848,2316,106.69,341,Operando
Pozo A,2022-11-06,1545,2666,65.85,323,Operando
Pozo D,2022-04-18,1405,2791,102.79,71,Mantenimiento
Pozo D,2022-11-24,1905,2410,84.0,170,Mantenimiento
Pozo B,2022-07-27,1003,2230,90.85,94,Operando
Pozo D,2022-03-30,1441,2798,61.31,317,Mantenimiento
Pozo B,2022-05-12,1967,2615,108.41,472,Mantenimiento
Pozo B,2022-01-07,2069,2066,63.07,447,Cerrado
Pozo A,2022-05-28,1417,2313,115.4,215,Operando
Pozo B,2022-12-14,1385,2038,102.04,467,Mantenimiento
Pozo D,2022-01-31,1025,2320,80.62,205,Cerrado
Pozo A,2022-06-03,1908,2269,80.3,120,Cerrado
Pozo C,2022-10-16,1203,2457,70.96,116,Operando
Pozo E,2022-02-01,826,2683,116.47,212,Cerrado
Pozo C,2022-07-14,1644,2068,62.64,242,Operando
Pozo D,2022-12-14,1823,2320,83.99,137,Cerrado
Pozo D,2022-09-06,1557,2094,96.74,263,Cerrado
Pozo C,2022-11-27,1977,2022,66.51,411,Cerrado
Pozo B,2022-02-13,1407,2757,88.87,116,Cerrado
Pozo E,2022-11-04,1260,2357,61.0,351,Cerrado
Pozo C,2022-12-20,998,2500,119.79,264,Operando
Pozo A,2022-10-10,1062,2373,101.06,92,Operando
Pozo C,2022-08-22,2072,2144,71.2,458,Mantenimiento
Pozo D,2022-09-24,2040,2471,78.22,415,Cerrado
Pozo B,2022-07-12,948,2459,85.72,328,Cerrado
Pozo A,2022-05-05,1411,2202,70.1,96,Cerrado
Pozo A,2022-06-30,2011,2488,100.07,498,Mantenimiento
Pozo B,2022-05-19,1359,2277,116.86,96,Operando
Pozo D,2022-11-12,1584,2126,69.85,87,Operando
Pozo C,2022-05-18,2044,2677,92.71,308,Cerrado
Pozo A,2022-11-09,1777,2305,118.34,105,Operando
Pozo E,2022-04-19,1594,2699,64.28,461,Mantenimiento
Pozo C,2022-02-07,864,2325,100.59,146,Mantenimiento
Pozo A,2022-12-05,2049,2228,113.17,424,Operando
Pozo C,2022-12-18,2109,2601,92.01,189,Operando
Pozo C,2022-01-02,907,2513,104.44,408,Mantenimiento
Pozo A,2022-12-09,1824,2433,73.66,208,Operando
Pozo D,2022-09-25,1044,2020,70.93,59,Operando
Pozo D,2022-07-17,1762,2459,91.92,346,Cerrado
Pozo C,2022-12-21,1051,2199,117.9,277,Mantenimiento
Pozo C,2022-02-26,1782,2614,60.52,111,Mantenimiento
Pozo C,2022-12-06,1145,2191,71.65,273,Cerrado
Pozo C,2022-07-30,1441,2509,88.96,403,Cerrado
Pozo C,2022-11-19,2022,2353,79.91,438,Cerrado
Pozo E,2022-04-24,1503,2427,84.97,172,Mantenimiento
Pozo C,2022-01-04,1806,2090,72.44,79,Operando
Pozo A,2022-02-20,1616,2105,119.54,125,Operando
Pozo A,2022-01-28,850,2165,70.35,218,Operando
Pozo A,2022-07-08,1871,2482,98.24,340,Operando
Pozo D,2022-09-24,1096,2351,75.06,177,Mantenimiento
Pozo C,2022-06-07,2111,2379,101.24,473,Operando
Pozo C,2022-03-31,1385,2258,104.07,150,Operando
Pozo C,2022-06-25,1623,2559,108.12,86,Operando
Pozo D,2022-06-13,1772,2276,92.15,468,Cerrado
Pozo C,2022-09-10,1678,2419,112.71,426,Mantenimiento
Pozo E,2022-11-22,1233,2582,82.46,420,Operando
Pozo B,2022-06-02,2000,2062,90.57,499,Mantenimiento
Pozo A,2022-12-03,2163,2134,70.17,241,Operando
Pozo B,2022-02-22,919,2054,87.18,466,Cerrado
Pozo A,2022-06-07,1029,2353,73.99,450,Cerrado
Pozo D,2022-05-19,963,2163,107.8,144,Cerrado
Pozo B,2022-07-22,1998,2650,104.75,63,Cerrado
Pozo B,2022-06-01,1973,2136,70.54,184,Mantenimiento
Pozo D,2022-08-07,1090,2041,97.51,377,Operando
Pozo A,2022-06-19,835,2350,108.43,79,Mantenimiento
Pozo B,2022-05-06,2033,2577,118.48,382,Operando
Pozo A,2022-01-25,2085,2162,93.88,328,Operando
Pozo E,2022-05-07,2062,2690,119.42,130,Operando
Pozo D,2022-03-06,1954,2687,87.3,454,Mantenimiento
Pozo B,2022-09-06,1374,2183,74.63,419,Operando
Pozo E,2022-04-25,1537,2614,84.97,161,Mantenimiento
Pozo A,2022-10-18,1379,2531,97.03,75,Operando
Pozo E,2022-03-14,950,2518,65.95,460,Operando
Pozo C,2022-01-06,1954,2358,110.91,269,Operando
Pozo A,2022-01-10,1793,2695,63.77,463,Operando
Pozo E,2022-06-11,985,2787,110.81,228,Mantenimiento
Pozo E,2022-04-15,1260,2752,106.41,394,Mantenimiento
Pozo A,2022-12-15,1360,2726,119.61,494,Cerrado
Pozo C,2022-09-29,1460,2319,79.95,205,Cerrado
Pozo D,2022-09-22,1572,2535,82.93,403,Mantenimiento
Pozo D,2022-05-11,1954,2190,62.84,119,Operando
Pozo D,2022-06-15,2119,2178,81.81,225,Cerrado
Pozo E,2022-04-18,1813,2120,75.54,193,Mantenimiento
Pozo D,2022-04-02,1175,2596,61.79,315,Cerrado
Pozo E,2022-06-18,1282,2790,102.75,413,Operando
Pozo D,2022-09-20,1129,2116,89.57,464,Operando
Pozo D,2022-09-13,1633,2423,79.49,189,Operando
Pozo D,2022-11-15,1858,2414,71.11,180,Cerrado
Pozo B,2022-06-21,1595,2207,108.7,456,Operando
Pozo A,2022-01-09,882,2342,75.67,196,Cerrado
Pozo D,2022-05-22,1690,2617,93.26,78,Mantenimiento
Pozo B,2022-05-03,1035,2794,71.69,295,Operando
Pozo B,2022-07-08,948,2321,101.95,105,Cerrado
Pozo D,2022-09-24,1140,2039,86.92,488,Cerrado
Pozo B,2022-02-24,1801,2680,89.07,90,Operando
Pozo E,2022-12-23,1826,2571,98.89,119,Operando
Pozo D,2022-12-02,998,2533,118.98,345,Operando
Pozo E,2022-07-05,1641,2693,107.21,333,Mantenimiento
Pozo A,2022-09-17,1925,2052,119.9,483,Operando
Pozo A,2022-03-16,1602,2227,113.86,289,Operando
Pozo E,2022-07-14,1446,2017,81.8,345,Mantenimiento
Pozo D,2022-05-11,1694,2411,103.89,335,Operando
Pozo E,2022-10-08,1055,2023,68.04,462,Mantenimiento
Pozo D,2022-07-07,2152,2028,89.16,199,Operando
Pozo E,2022-10-20,1021,2502,77.64,186,Cerrado
Pozo C,2022-11-03,1921,2608,96.16,489,Cerrado
Pozo B,2022-01-28,1767,2689,79.31,416,Operando
Pozo A,2022-01-12,1038,2349,95.49,447,Cerrado
Pozo C,2022-12-18,1457,2213,116.39,178,Mantenimiento
Pozo E,2022-02-07,1886,2099,95.16,398,Mantenimiento
Pozo C,2022-08-15,2089,2217,114.68,316,Cerrado
Pozo D,2022-06-01,2175,2216,69.85,389,Cerrado
Pozo C,2022-04-04,979,2686,87.5,266,Operando
Pozo D,2022-12-14,1397,2295,102.77,170,Mantenimiento
Pozo E,2022-04-09,915,2663,63.71,421,Operando
Pozo A,2022-12-28,1251,2359,105.0,170,Operando
Pozo B,2022-06-01,1266,2197,77.7,341,Operando
Pozo C,2022-08-12,946,2261,98.85,149,Operando
Pozo D,2022-03-06,1083,2094,93.55,220,Cerrado
Pozo E,2022-03-26,2192,2292,80.45,477,Cerrado
Pozo A,2022-05-31,1021,2043,100.77,156,Operando
Pozo A,2022-07-03,1277,2557,83.99,353,Operando
Pozo D,2022-10-14,830,2516,102.51,292,Operando
Pozo C,2022-08-22,1689,2673,91.65,441,Cerrado
Pozo B,2022-01-10,1315,2330,89.33,59,Mantenimiento
Pozo E,2022-04-19,1379,2721,101.53,251,Operando
Pozo D,2022-01-31,1525,2320,99.44,394,Operando
Pozo B,2022-05-17,1623,2491,87.13,208,Mantenimiento
Pozo B,2022-10-04,2133,2357,75.05,446,Cerrado
Pozo B,2022-10-17,1546,2725,76.42,494,Mantenimiento
Pozo B,2022-02-26,1266,2001,70.32,319,Cerrado
Pozo E,2022-08-25,2070,2654,111.39,54,Cerrado
Pozo A,2022-07-08,1719,2312,89.66,164,Mantenimiento
Pozo B,2022-04-02,2133,2398,93.2,353,Cerrado
Pozo E,2022-05-30,1492,2733,117.29,88,Operando
Pozo A,2022-01-28,896,2188,116.37,202,Operando
Pozo B,2022-02-17,1471,2660,102.23,371,Operando
Pozo D,2022-07-30,2197,2164,118.84,244,Operando
Pozo A,2022-10-03,1044,2645,89.07,380,Cerrado
Pozo B,2022-02-27,2002,2450,78.7,57,Cerrado
Pozo B,2022-03-10,1362,2292,99.74,364,Operando
Pozo E,2022-05-14,851,2537,112.37,308,Operando
Pozo B,2022-12-03,1879,2418,78.28,414,Cerrado
Pozo B,2022-11-16,977,2470,120.0,272,Mantenimiento
Pozo D,2022-10-30,1088,2438,112.42,209,Cerrado
Pozo B,2022-10-24,1364,2694,107.0,82,Operando
Pozo E,2022-03-16,1325,2564,84.88,104,Mantenimiento
Pozo B,2022-01-13,1609,2236,112.62,63,Operando
Pozo E,2022-01-30,815,2685,100.64,333,Cerrado
Pozo B,2022-02-11,1703,2007,94.46,438,Cerrado
Pozo E,2022-08-30,865,2251,96.52,201,Cerrado
Pozo A,2022-12-15,1741,2034,109.32,65,Cerrado
Pozo B,2022-11-29,1312,2211,108.93,366,Mantenimiento
Pozo A,2022-11-24,1432,2178,80.29,232,Mantenimiento
Pozo E,2022-07-06,1112,2756,119.3,92,Operando
Pozo B,2022-10-12,1449,2668,71.21,265,Mantenimiento
Pozo C,2022-07-10,1137,2658,107.55,399,Mantenimiento
Pozo A,2022-07-07,1779,2069,77.57,469,Operando
Pozo A,2022-01-26,1021,2363,81.41,464,Operando
Pozo A,2022-07-23,923,2081,62.3,375,Cerrado
Pozo E,2022-10-31,2052,2364,65.03,183,Mantenimiento
Pozo A,2022-03-18,1287,2067,108.75,69,Mantenimiento
Pozo B,2022-03-06,1620,2568,89.8,76,Operando
Pozo E,2022-11-23,1777,2541,69.11,458,Mantenimiento
Pozo E,2022-09-09,1580,2754,117.83,69,Operando
Pozo A,2022-05-17,2034,2190,86.14,282,Mantenimiento
Pozo C,2022-12-25,1109,2334,98.79,318,Cerrado
Pozo A,2022-05-17,1349,2275,97.95,421,Cerrado
Pozo E,2022-06-19,2084,2135,96.01,230,Cerrado
Pozo D,2022-06-12,1655,2621,107.9,387,Operando
Pozo C,2022-08-09,2096,2670,89.6,56,Cerrado
Pozo D,2022-09-11,1887,2010,92.03,399,Cerrado
Pozo A,2022-07-09,1062,2034,66.91,189,Cerrado
Pozo A,2022-04-06,848,2689,90.73,71,Operando
Pozo A,2022-12-24,1371,2054,67.36,200,Cerrado
Pozo B,2022-06-23,1034,2442,108.23,411,Cerrado
Pozo C,2022-07-22,2015,2405,107.41,295,Mantenimiento
Pozo D,2022-11-09,1207,2346,84.38,347,Mantenimiento
Pozo C,2022-11-07,1080,2549,103.73,130,Mantenimiento
Pozo E,2022-02-20,1341,2693,83.17,234,Mantenimiento
Pozo C,2022-04-22,1512,2202,78.08,422,Mantenimiento
Pozo D,2022-12-05,1007,2752,82.61,394,Mantenimiento
Pozo D,2022-07-02,1953,2279,114.32,184,Operando
Pozo D,2022-11-13,856,2755,109.43,315,Mantenimiento
Pozo A,2022-03-05,1617,2106,115.05,392,Mantenimiento
Pozo D,2022-09-12,2152,2253,81.2,150,Mantenimiento
Pozo B,2022-09-23,1461,2374,111.0,92,Cerrado
Pozo B,2022-01-21,2110,2177,71.68,189,Mantenimiento
Pozo D,2022-12-22,1870,2421,74.83,109,Mantenimiento
Pozo B,2022-03-29,844,2150,100.91,201,Operando
Pozo B,2022-07-03,1284,2723,95.23,373,Cerrado
Pozo D,2022-05-20,1758,2669,118.79,495,Operando
Pozo D,2022-02-25,1145,2071,116.6,214,Mantenimiento
Pozo D,2022-02-04,1179,2045,73.4,364,Cerrado
Pozo B,2022-01-18,1968,2366,69.32,437,Cerrado
Pozo C,2022-11-25,820,2292,69.03,73,Operando
Pozo C,2022-01-20,805,2726,79.16,247,Operando
Pozo D,2022-03-30,2072,2091,88.41,221,Mantenimiento
Pozo E,2022-01-28,2106,2168,93.77,149,Mantenimiento
Pozo A,2022-07-14,1251,2198,118.89,334,Operando
Pozo A,2022-09-09,1295,2277,64.2,489,Mantenimiento
Pozo C,2022-12-19,1791,2509,82.49,252,Mantenimiento
Pozo D,2022-01-21,1107,2714,70.96,351,Cerrado
Pozo E,2022-03-05,1967,2087,105.93,199,Operando
Pozo D,2022-12-29,1953,2463,79.79,233,Operando
Pozo B,2022-08-05,1606,2296,65.94,226,Cerrado
Pozo A,2022-07-27,1631,2270,107.21,426,Mantenimiento
Pozo E,2022-09-15,1866,2675,88.52,348,Mantenimiento
Pozo B,2022-04-11,1057,2052,101.29,159,Cerrado
Pozo A,2022-07-10,2075,2191,118.98,370,Cerrado
Pozo D,2022-01-03,813,2231,101.72,155,Cerrado
Pozo A,2022-06-30,2152,2742,61.41,212,Mantenimiento
Pozo C,2022-09-02,2056,2653,60.53,389,Operando
Pozo A,2022-10-25,1122,2722,118.37,323,Cerrado
Pozo B,2022-03-25,1193,2458,64.37,144,Mantenimiento
Pozo C,2022-02-05,934,2671,63.09,320,Operando
Pozo E,2022-10-27,2043,2349,101.92,263,Mantenimiento
Pozo E,2022-12-01,1972,2209,115.15,228,Cerrado
Pozo D,2022-06-19,2120,2347,117.06,70,Operando
Pozo D,2022-04-19,1540,2615,67.01,250,Cerrado
Pozo D,2022-08-18,1415,2484,60.16,66,Cerrado
Pozo D,2022-11-13,1785,2218,76.44,115,Operando
Pozo B,2022-11-25,1130,2501,89.64,269,Cerrado
Pozo C,2022-09-15,1507,2769,67.06,402,Operando
Pozo C,2022-10-17,1044,2789,73.38,495,Operando
Pozo E,2022-05-16,1083,2480,100.06,216,Cerrado
Pozo E,2022-06-24,1868,2393,103.4,446,Operando
Pozo C,2022-10-02,1694,2242,118.52,125,Mantenimiento
Pozo E,2022-02-19,1651,2663,96.96,456,Mantenimiento
Pozo C,2022-11-02,1153,2764,77.21,76,Operando
Pozo A,2022-03-15,1561,2116,75.42,473,Cerrado
Pozo B,2022-02-04,2013,2503,86.76,150,Mantenimiento
Pozo C,2022-01-16,1481,2040,111.31,146,Cerrado
Pozo C,2022-05-19,1839,2024,96.94,346,Mantenimiento
Pozo C,2022-01-31,2030,2566,69.19,288,Mantenimiento
Pozo C,2022-11-18,1557,2578,105.1,355,Mantenimiento
Pozo D,2022-06-10,1297,2405,101.83,213,Operando
Pozo B,2022-11-30,1128,2641,106.63,273,Operando
Pozo E,2022-02-06,1430,2630,78.69,336,Cerrado
Pozo B,2022-02-20,1266,2121,110.32,188,Operando
Pozo E,2022-02-21,1025,2500,67.65,379,Cerrado
Pozo A,2022-02-13,1124,2035,119.4,74,Mantenimiento
Pozo D,2022-12-26,1522,2142,106.25,173,Operando
Pozo B,2022-02-20,1817,2069,100.75,242,Mantenimiento
Pozo D,2022-03-16,1202,2708,114.1,498,Cerrado
Pozo E,2022-09-26,1648,2173,87.61,84,Mantenimiento
Pozo E,2022-02-14,1773,2760,63.88,475,Mantenimiento
Pozo A,2022-10-31,1292,2170,79.22,153,Cerrado
Pozo D,2022-06-07,2037,2067,116.81,411,Mantenimiento
Pozo A,2022-01-18,1629,2654,68.99,487,Mantenimiento
Pozo A,2022-04-28,2099,2272,105.78,287,Cerrado
Pozo E,2022-06-12,1799,2362,110.95,451,Mantenimiento
Pozo B,2022-11-17,1547,2302,84.39,57,Operando
Pozo E,2022-03-16,2176,2778,85.72,277,Mantenimiento
Pozo C,2022-12-05,1157,2235,115.66,140,Cerrado
Pozo E,2022-07-10,1492,2479,106.38,280,Operando
Pozo C,2022-01-10,1541,2362,93.55,361,Operando
Pozo A,2022-02-20,1972,2463,62.86,313,Cerrado
Pozo D,2022-03-26,1556,2190,106.09,321,Operando
Pozo C,2022-02-08,2048,2282,71.49,249,Mantenimiento
Pozo C,2022-05-20,1393,2592,75.24,451,Cerrado
Pozo B,2022-11-08,2053,2711,112.76,123,Mantenimiento
Pozo B,2022-11-03,1846,2502,62.09,496,Operando
Pozo D,2022-05-25,1104,2361,65.93,360,Operando
Pozo E,2022-02-01,1775,2298,83.12,193,Cerrado
Pozo D,2022-08-15,2162,2587,100.99,121,Mantenimiento
Pozo A,2022-08-28,1591,2557,62.91,411,Operando
Pozo C,2022-07-19,1531,2783,94.36,229,Mantenimiento
Pozo D,2022-04-17,1700,2303,105.36,400,Operando
Pozo E,2022-05-24,1542,2378,99.46,443,Mantenimiento
Pozo A,2022-07-06,1290,2119,67.0,303,Operando
Pozo D,2022-02-14,1168,2029,83.14,462,Mantenimiento
Pozo A,2022-04-13,1887,2058,99.92,258,Operando
Pozo E,2022-05-07,965,2533,119.79,403,Operando
Pozo B,2022-09-01,811,2519,82.05,397,Mantenimiento
Pozo D,2022-02-04,990,2069,106.12,482,Mantenimiento
Pozo D,2022-07-27,941,2387,73.02,477,Operando
Pozo D,2022-09-21,2112,2636,68.57,124,Mantenimiento
Pozo E,2022-01-26,1948,2522,81.38,253,Mantenimiento
Pozo A,2022-04-02,1349,2067,101.14,172,Mantenimiento
Pozo B,2022-06-27,1357,2331,113.03,424,Mantenimiento
Pozo B,2022-01-04,997,2792,109.86,76,Cerrado
Pozo B,2022-02-11,1832,2252,114.78,179,Operando
Pozo E,2022-03-09,1675,2571,70.16,280,Mantenimiento
Pozo C,2022-09-22,1242,2081,83.41,312,Cerrado
Pozo B,2022-09-02,1817,2237,65.06,407,Operando
Pozo B,2022-04-26,1165,2452,95.34,393,Operando
Pozo D,2022-12-24,1599,2771,113.98,455,Mantenimiento
Pozo D,2022-06-27,2106,2392,71.16,61,Operando
Pozo A,2022-03-14,1780,2154,95.45,199,Mantenimiento
Pozo C,2022-03-24,1981,2077,83.06,353,Operando
Pozo D,2022-11-02,1950,2015,104.11,357,Cerrado
Pozo C,2022-11-08,1914,2139,65.52,152,Mantenimiento
Pozo A,2022-12-10,807,2525,92.73,286,Operando
Pozo E,2022-06-27,963,2749,87.63,361,Operando
Pozo A,2022-09-03,986,2463,104.95,379,Mantenimiento
Pozo C,2022-10-26,2185,2240,81.14,295,Cerrado
Pozo A,2022-06-19,818,2549,66.72,225,Mantenimiento
Pozo B,2022-09-13,1644,2347,71.97,57,Operando
Pozo D,2022-12-04,2058,2023,82.22,81,Operando
Pozo A,2022-09-03,805,2460,117.11,240,Mantenimiento
Pozo B,2022-04-07,1612,2351,67.28,156,Cerrado
Pozo C,2022-10-29,946,2066,103.87,78,Cerrado
Pozo B,2022-11-08,1630,2424,111.6,324,Operando
Pozo A,2022-05-11,1344,2451,110.95,331,Mantenimiento
Pozo A,2022-10-22,1079,2155,106.48,430,Operando
Pozo B,2022-07-08,832,2136,103.89,306,Operando
Pozo B,2022-09-06,909,2035,117.17,276,Mantenimiento
Pozo E,2022-07-12,1965,2092,74.34,308,Cerrado
Pozo E,2022-02-15,1518,2594,93.0,212,Operando
Pozo A,2022-07-04,1572,2471,81.35,173,Operando
Pozo E,2022-01-26,1157,2103,96.88,87,Mantenimiento
Pozo B,2022-04-22,1532,2300,105.43,144,Cerrado
Pozo A,2022-02-20,1881,2616,102.83,429,Operando
Pozo B,2022-05-30,2058,2227,72.79,386,Mantenimiento
Pozo C,2022-03-12,1032,2190,81.84,461,Operando
Pozo A,2022-10-04,1769,2367,108.46,485,Operando
Pozo D,2022-01-07,1513,2002,109.34,380,Mantenimiento
Pozo A,2022-05-09,1258,2273,83.19,300,Mantenimiento
Pozo D,2022-01-12,1588,2474,65.99,417,Mantenimiento
Pozo C,2022-09-28,1066,2218,108.71,422,Operando
Pozo A,2022-05-18,1371,2272,101.96,407,Mantenimiento
Pozo E,2022-11-21,1847,2026,62.63,284,Operando
Pozo A,2022-04-30,2173,2563,95.42,449,Operando
Pozo B,2022-09-16,1230,2009,92.74,215,Operando
Pozo E,2022-11-06,1395,2181,101.43,211,Operando
Pozo D,2022-12-06,1871,2614,66.07,454,Operando
Pozo E,2022-08-14,1688,2072,114.36,446,Mantenimiento
Pozo E,2022-01-04,2128,2156,98.71,498,Mantenimiento
Pozo E,2022-10-12,1127,2150,115.61,154,Cerrado
Pozo D,2022-10-11,1095,2760,97.04,86,Cerrado
Pozo D,2022-11-12,1178,2689,90.45,385,Cerrado
Pozo D,2022-02-14,1928,2179,117.76,64,Operando
Pozo E,2022-04-08,1200,2462,80.51,198,Mantenimiento
Pozo D,2022-03-15,1148,2237,115.54,199,Cerrado
Pozo B,2022-08-02,1688,2103,91.02,224,Operando
Pozo D,2022-02-07,2039,2181,88.39,137,Operando
Pozo A,2022-02-27,1087,2166,110.46,196,Mantenimiento
Pozo A,2022-03-29,1973,2320,63.99,188,Mantenimiento
Pozo B,2022-07-05,1773,2203,78.91,160,Mantenimiento
Pozo E,2022-09-25,1060,2500,63.59,144,Mantenimiento
Pozo D,2022-11-11,1336,2205,102.66,98,Cerrado
Pozo D,2022-07-16,1699,2596,83.41,182,Mantenimiento
Pozo E,2022-06-07,1597,2080,68.9,359,Operando
Pozo C,2022-11-15,2071,2376,111.37,247,Mantenimiento
Pozo B,2022-07-12,1302,2653,117.52,176,Operando
Pozo C,2022-05-29,1168,2064,98.53,183,Cerrado
Pozo E,2022-03-27,1827,2135,62.68,96,Cerrado
Pozo B,2022-05-16,1593,2674,83.21,420,Cerrado
Pozo E,2022-10-07,1848,2130,68.59,88,Operando
Pozo E,2022-03-17,2125,2198,107.66,473,Mantenimiento
Pozo D,2022-10-04,1798,2310,100.58,313,Operando
Pozo A,2022-12-19,1434,2094,83.32,407,Mantenimiento
Pozo A,2022-03-29,1485,2580,111.71,240,Operando
Pozo B,2022-09-13,2028,2685,94.77,471,Operando
Pozo A,2022-02-16,1062,2234,62.33,102,Cerrado
Pozo B,2022-08-17,1945,2218,87.41,438,Cerrado
Pozo D,2022-06-19,2118,2241,95.68,211,Mantenimiento
Pozo E,2022-11-27,2110,2104,94.07,230,Cerrado
Pozo B,2022-10-26,1810,2380,61.84,293,Mantenimiento
Pozo B,2022-11-05,1905,2044,93.4,490,Mantenimiento
Pozo E,2022-12-30,1971,2089,77.65,69,Operando
Pozo C,2022-01-10,2116,2614,62.54,299,Cerrado
Pozo A,2022-08-08,858,2579,88.8,230,Operando
Pozo E,2022-12-26,902,2077,87.1,344,Cerrado
Pozo B,2022-05-31,1077,2161,104.37,276,Operando
